! historical GHG data for CMIP6 
! source: /group_workspaces/jasmin2/tids/CMIP6_ANCIL/data/inputs4MIPs_2017-06-08/UoM/GHGConcentrations/CMIP/UoM-CMIP-1-2-0/yr/ 
 &THISFILE_SPECIFICATIONS 
 THISFILE_DATACOLUMNS    =          24, 
 THISFILE_FIRSTYEAR      =        1850, 
 THISFILE_LASTYEAR       =        2014, 
 THISFILE_ANNUALSTEPS    =           1, 
 THISFILE_FIRSTDATAROW   =          15, 
 THISFILE_UNITS          =  SEE ROW 13, 
 THISFILE_DATTYPE        =  RCPDAT 
/ 
   COLUMN:      1   2   3   4   5   6   7   8   9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24
   UNITS:      ppt   ppm   ppb   ppb   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt   ppt
   YEARS      DUMM0   CO2   CH4   N2O   HFC125   HFC134a   CFC_11   CFC_12   DUMM1   CFC_113   CFC_114   CFC_115   CARB_TET   MCF   HCFC_22   HCFC_141B   HCFC_142B   HALON1211   HALON1202   HALON1301   HALON2402   CH3BR   CH3CL   DUMM2
   1970    -1.2165e+08    3.2478e+02    1.4111e+03    2.9610e+02    8.5571e-06    0.0000e+00    5.6953e+01    1.2165e+02    -1.2165e+08    5.8824e+00    6.6643e+00    2.0354e-01    7.6970e+01    1.7680e+01    1.3094e+01    0.0000e+00    1.0652e-03    4.2955e-02    0.0000e+00    7.8868e-04    2.2782e-02    7.0600e+00    5.4066e+02    -1.2165e+08
   1971    -1.3714e+08    3.2540e+02    1.4311e+03    2.9652e+02    1.0061e-05    0.0000e+00    6.5847e+01    1.3714e+02    -1.3714e+08    6.6608e+00    7.0044e+00    2.7442e-01    7.8990e+01    2.0815e+01    1.5120e+01    0.0000e+00    2.1073e-02    6.1202e-02    0.0000e+00    3.3916e-03    2.9182e-02    7.1194e+00    5.4213e+02    -1.3714e+08
   1972    -1.5386e+08    3.2735e+02    1.4493e+03    2.9696e+02    1.0390e-05    0.0000e+00    7.5671e+01    1.5386e+02    -1.5386e+08    7.5536e+00    7.3567e+00    3.4822e-01    8.0929e+01    2.4917e+01    1.7352e+01    0.0000e+00    7.0000e-02    8.1566e-02    0.0000e+00    1.0107e-02    3.6614e-02    7.1843e+00    5.4338e+02    -1.5386e+08
   1973    -1.7226e+08    3.2991e+02    1.4629e+03    2.9740e+02    1.0720e-05    0.0000e+00    8.6873e+01    1.7226e+02    -1.7226e+08    8.5765e+00    7.7239e+00    4.3801e-01    8.2793e+01    3.0326e+01    1.9928e+01    0.0000e+00    1.1500e-01    1.0753e-01    0.0000e+00    2.0922e-02    4.5182e-02    7.2557e+00    5.4446e+02    -1.7226e+08
   1974    -1.9256e+08    3.3076e+02    1.4761e+03    2.9786e+02    1.1049e-05    0.0000e+00    9.9539e+01    1.9256e+02    -1.9256e+08    9.7481e+00    8.1089e+00    5.4320e-01    8.4593e+01    3.6769e+01    2.2526e+01    0.0000e+00    1.6127e-01    1.4653e-01    0.0000e+00    3.4984e-02    5.4991e-02    7.3195e+00    5.4537e+02    -1.9256e+08
   1975    -2.1324e+08    3.3083e+02    1.4917e+03    2.9833e+02    1.1380e-05    0.0000e+00    1.1233e+02    2.1324e+02    -2.1324e+08    1.1096e+01    8.5144e+00    6.6170e-01    8.6329e+01    4.2720e+01    2.5179e+01    0.0000e+00    1.9500e-01    2.0331e-01    0.0000e+00    5.1681e-02    6.6143e-02    7.3892e+00    5.4614e+02    -2.1324e+08
   1976    -2.3300e+08    3.3154e+02    1.5091e+03    2.9881e+02    1.1710e-05    0.0000e+00    1.2473e+02    2.3300e+02    -2.3300e+08    1.2636e+01    8.9551e+00    8.1181e-01    8.7993e+01    4.9042e+01    2.8196e+01    0.0000e+00    2.3000e-01    2.7751e-01    0.0000e+00    8.7157e-02    8.0355e-02    7.4656e+00    5.4679e+02    -2.3300e+08
   1977    -2.5199e+08    3.3335e+02    1.5277e+03    2.9932e+02    1.2041e-05    0.0000e+00    1.3680e+02    2.5199e+02    -2.5199e+08    1.4479e+01    9.4319e+00    9.8364e-01    8.9592e+01    5.7537e+01    3.1408e+01    0.0000e+00    2.6500e-01    3.6970e-01    0.0000e+00    1.5043e-01    9.8297e-02    7.5344e+00    5.4734e+02    -2.5199e+08
   1978    -2.7000e+08    3.3501e+02    1.5469e+03    2.9985e+02    1.2372e-05    0.0000e+00    1.4800e+02    2.7000e+02    -2.7000e+08    1.5963e+01    9.9266e+00    1.1736e+00    9.1132e+01    6.8573e+01    3.5724e+01    0.0000e+00    2.9873e-01    4.7631e-01    0.0000e+00    2.3020e-01    1.1851e-01    7.6093e+00    5.4780e+02    -2.7000e+08
   1979    -2.8649e+08    3.3660e+02    1.5662e+03    3.0039e+02    1.1487e-05    0.0000e+00    1.5764e+02    2.8649e+02    -2.8649e+08    1.7683e+01    1.0421e+01    1.3783e+00    9.2613e+01    7.8182e+01    4.0489e+01    0.0000e+00    3.4252e-01    5.8938e-01    0.0000e+00    3.1519e-01    1.3953e-01    7.6900e+00    5.4818e+02    -2.8649e+08
   1980    -3.0218e+08    3.3870e+02    1.5849e+03    3.0097e+02    5.5194e-06    0.0000e+00    1.6608e+02    3.0218e+02    -3.0218e+08    2.0167e+01    1.0898e+01    1.5940e+00    9.4103e+01    8.5159e+01    4.4551e+01    0.0000e+00    4.1179e-01    7.0972e-01    0.0000e+00    3.9411e-01    1.5990e-01    7.7700e+00    5.4850e+02    -3.0218e+08
   1981    -3.1942e+08    3.4006e+02    1.6027e+03    3.0156e+02    1.0754e-05    0.0000e+00    1.7474e+02    3.1942e+02    -3.1942e+08    2.3257e+01    1.1350e+01    1.8425e+00    9.5312e+01    9.0829e+01    4.8662e+01    0.0000e+00    5.0500e-01    8.3525e-01    0.0000e+00    4.6874e-01    1.8000e-01    7.8494e+00    5.4877e+02    -3.1942e+08
   1982    -3.3514e+08    3.4064e+02    1.6187e+03    3.0219e+02    1.2756e-05    0.0000e+00    1.8328e+02    3.3514e+02    -3.3514e+08    2.7299e+01    1.1805e+01    2.1446e+00    9.6450e+01    9.5162e+01    5.2764e+01    0.0000e+00    5.9725e-01    9.7290e-01    0.0000e+00    5.5321e-01    2.0000e-01    7.9350e+00    5.4898e+02    -3.3514e+08
   1983    -3.5251e+08    3.4227e+02    1.6326e+03    3.0284e+02    1.1691e-05    0.0000e+00    1.9117e+02    3.5251e+02    -3.5251e+08    3.0831e+01    1.2194e+01    2.5000e+00    9.7676e+01    9.9438e+01    5.6786e+01    0.0000e+00    6.7300e-01    1.1450e+00    0.0000e+00    6.5197e-01    2.1950e-01    8.0200e+00    5.4917e+02    -3.5251e+08
   1984    -3.6680e+08    3.4401e+02    1.6435e+03    3.0353e+02    3.9690e-06    0.0000e+00    1.9997e+02    3.6680e+02    -3.6680e+08    3.4799e+01    1.2643e+01    2.8500e+00    9.8940e+01    1.0395e+02    6.0742e+01    0.0000e+00    7.2171e-01    1.2959e+00    0.0000e+00    7.7571e-01    2.4613e-01    8.1037e+00    5.4932e+02    -3.6680e+08
   1985    -3.8327e+08    3.4546e+02    1.6559e+03    3.0425e+02    8.5688e-06    0.0000e+00    2.1403e+02    3.8327e+02    -3.8327e+08    3.9652e+01    1.3144e+01    3.1873e+00    1.0018e+02    1.0822e+02    6.4800e+01    0.0000e+00    7.5500e-01    1.4160e+00    0.0000e+00    9.3546e-01    2.6521e-01    8.2000e+00    5.4945e+02    -3.8327e+08
   1986    -4.0241e+08    3.4690e+02    1.6688e+03    3.0500e+02    1.2043e-05    0.0000e+00    2.2234e+02    4.0241e+02    -4.0241e+08    4.4608e+01    1.3700e+01    3.6500e+00    1.0167e+02    1.1107e+02    6.9140e+01    0.0000e+00    7.8792e-01    1.5741e+00    0.0000e+00    1.1330e+00    2.7917e-01    8.2950e+00    5.4956e+02    -4.0241e+08
   1987    -4.2335e+08    3.4877e+02    1.6837e+03    3.0579e+02    2.9035e-05    0.0000e+00    2.3334e+02    4.2335e+02    -4.2335e+08    5.0831e+01    1.4255e+01    4.1056e+00    1.0307e+02    1.1491e+02    7.3984e+01    0.0000e+00    8.3919e-01    1.7712e+00    0.0000e+00    1.3463e+00    2.9950e-01    8.3893e+00    5.4965e+02    -4.2335e+08
   1988    -4.4932e+08    3.5128e+02    1.6939e+03    3.0662e+02    3.1885e-05    7.7089e-05    2.4483e+02    4.4932e+02    -4.4932e+08    5.7896e+01    1.4757e+01    4.4944e+00    1.0417e+02    1.2028e+02    7.9538e+01    0.0000e+00    9.5046e-01    1.9729e+00    0.0000e+00    1.5482e+00    3.2425e-01    8.4900e+00    5.4972e+02    -4.4932e+08
   1989    -4.6807e+08    3.5289e+02    1.7056e+03    3.0783e+02    3.2844e-05    5.4493e-04    2.5659e+02    4.6807e+02    -4.6807e+08    6.4496e+01    1.5213e+01    4.9500e+00    1.0588e+02    1.2494e+02    8.5390e+01    1.1204e-04    1.1216e+00    2.1841e+00    0.0000e+00    1.7224e+00    3.5575e-01    8.5894e+00    5.4978e+02    -4.6807e+08
   1990    -4.8276e+08    3.5407e+02    1.7174e+03    3.0868e+02    2.0912e-03    7.7553e-03    2.6309e+02    4.8276e+02    -4.8276e+08    7.0819e+01    1.5574e+01    5.4055e+00    1.0647e+02    1.2883e+02    9.0984e+01    3.3768e-02    1.4478e+00    2.4251e+00    0.0000e+00    1.8762e+00    3.8000e-01    8.6943e+00    5.4983e+02    -4.8276e+08
   1991    -4.9378e+08    3.5535e+02    1.7293e+03    3.0923e+02    3.0692e-02    7.5826e-02    2.6779e+02    4.9378e+02    -4.9378e+08    7.6486e+01    1.5752e+01    5.8000e+00    1.0585e+02    1.3722e+02    9.6402e+01    6.6481e-02    2.2215e+00    2.6651e+00    0.0000e+00    2.0206e+00    4.0500e-01    8.8050e+00    5.4987e+02    -4.9378e+08
   1992    -5.0587e+08    3.5623e+02    1.7401e+03    3.0973e+02    9.4828e-02    1.9601e-01    2.7078e+02    5.0587e+02    -5.0587e+08    8.0404e+01    1.5900e+01    6.2000e+00    1.0498e+02    1.3445e+02    1.0149e+02    1.7078e-01    3.3005e+00    2.8172e+00    0.0000e+00    2.1614e+00    4.3050e-01    8.9150e+00    5.4990e+02    -5.0587e+08
   1993    -5.1199e+08    3.5692e+02    1.7431e+03    3.1010e+02    1.9552e-01    3.6492e-01    2.7117e+02    5.1199e+02    -5.1199e+08    8.2416e+01    1.6067e+01    6.6071e+00    1.0432e+02    1.2753e+02    1.0542e+02    7.1462e-01    4.4760e+00    3.0058e+00    0.0000e+00    2.2925e+00    4.5083e-01    9.0272e+00    5.4994e+02    -5.1199e+08
   1994    -5.1821e+08    3.5825e+02    1.7486e+03    3.1081e+02    3.2773e-01    6.1237e-01    2.6963e+02    5.1821e+02    -5.1821e+08    8.3360e+01    1.6100e+01    6.9554e+00    1.0357e+02    1.1732e+02    1.1094e+02    2.2383e+00    5.6874e+00    3.2169e+00    0.0000e+00    2.4025e+00    4.6542e-01    9.1316e+00    5.4538e+02    -5.1821e+08
   1995    -5.2466e+08    3.6024e+02    1.7552e+03    3.1128e+02    4.8166e-01    1.6492e+00    2.6810e+02    5.2466e+02    -5.2466e+08    8.3838e+01    1.6137e+01    7.2500e+00    1.0289e+02    1.0499e+02    1.1605e+02    3.7475e+00    6.5447e+00    3.4391e+00    0.0000e+00    2.4911e+00    4.7500e-01    9.1315e+00    5.5242e+02    -5.2466e+08
   1996    -5.3141e+08    3.6200e+02    1.7572e+03    3.1230e+02    6.4979e-01    3.2319e+00    2.6676e+02    5.3141e+02    -5.3141e+08    8.3945e+01    1.6250e+01    7.5575e+00    1.0231e+02    9.1005e+01    1.2473e+02    6.0369e+00    7.8666e+00    3.6023e+00    0.0000e+00    2.5700e+00    4.8625e-01    9.0637e+00    5.3731e+02    -5.3141e+08
   1997    -5.3496e+08    3.6325e+02    1.7615e+03    3.1318e+02    8.2482e-01    5.3993e+00    2.6529e+02    5.3496e+02    -5.3496e+08    8.3521e+01    1.6362e+01    7.8133e+00    1.0124e+02    7.7600e+01    1.2738e+02    7.7148e+00    8.9600e+00    3.7803e+00    0.0000e+00    2.6507e+00    4.9000e-01    9.1404e+00    5.4277e+02    -5.3496e+08
   1998    -5.3767e+08    3.6593e+02    1.7703e+03    3.1391e+02    9.9945e-01    8.1106e+00    2.6388e+02    5.3767e+02    -5.3767e+08    8.2965e+01    1.6400e+01    7.9542e+00    1.0032e+02    6.5377e+01    1.3427e+02    9.8363e+00    9.9615e+00    3.8874e+00    0.0000e+00    2.7250e+00    4.9000e-01    9.2546e+00    5.7073e+02    -5.3767e+08
   1999    -5.4014e+08    3.6784e+02    1.7782e+03    3.1471e+02    1.2204e+00    1.1122e+01    2.6255e+02    5.4014e+02    -5.4014e+08    8.2383e+01    1.6450e+01    8.0500e+00    9.9331e+01    5.4619e+01    1.3868e+02    1.1385e+01    1.1354e+01    3.9997e+00    0.0000e+00    2.8027e+00    4.9000e-01    9.0938e+00    5.6262e+02    -5.4014e+08
   2000    -5.4238e+08    3.6912e+02    1.7780e+03    3.1576e+02    1.6037e+00    1.4692e+01    2.6117e+02    5.4238e+02    -5.4238e+08    8.1998e+01    1.6500e+01    8.1500e+00    9.8272e+01    4.5630e+01    1.4346e+02    1.3121e+01    1.2103e+01    4.1279e+00    0.0000e+00    2.8624e+00    4.9000e-01    8.8295e+00    5.5207e+02    -5.4238e+08
   2001    -5.4320e+08    3.7067e+02    1.7765e+03    3.1649e+02    1.9783e+00    1.9702e+01    2.5955e+02    5.4320e+02    -5.4320e+08    8.1489e+01    1.6550e+01    8.2625e+00    9.7358e+01    3.7924e+01    1.4926e+02    1.4545e+01    1.3053e+01    4.2209e+00    0.0000e+00    2.8943e+00    4.9000e-01    8.3549e+00    5.4271e+02    -5.4320e+08
   2002    -5.4366e+08    3.7283e+02    1.7790e+03    3.1710e+02    2.5270e+00    2.3515e+01    2.5767e+02    5.4366e+02    -5.4366e+08    8.0818e+01    1.6600e+01    8.3000e+00    9.6343e+01    3.1917e+01    1.5443e+02    1.5740e+01    1.3693e+01    4.2807e+00    0.0000e+00    2.9382e+00    4.9000e-01    8.3339e+00    5.3535e+02    -5.4366e+08
   2003    -5.4335e+08    3.7541e+02    1.7836e+03    3.1773e+02    2.9140e+00    2.7517e+01    2.5541e+02    5.4335e+02    -5.4335e+08    8.0102e+01    1.6600e+01    8.3208e+00    9.5345e+01    2.6718e+01    1.5900e+02    1.6890e+01    1.4409e+01    4.3190e+00    0.0000e+00    2.9971e+00    4.8883e-01    8.2225e+00    5.3886e+02    -5.4335e+08
   2004    -5.4285e+08    3.7699e+02    1.7842e+03    3.1836e+02    3.5451e+00    3.1545e+01    2.5319e+02    5.4285e+02    -5.4285e+08    7.9267e+01    1.6590e+01    8.3420e+00    9.4388e+01    2.2223e+01    1.6471e+02    1.7335e+01    1.5063e+01    4.3402e+00    0.0000e+00    3.0359e+00    4.8572e-01    8.0193e+00    5.3772e+02    -5.4285e+08
   2005    -5.4215e+08    3.7891e+02    1.7834e+03    3.1913e+02    4.2320e+00    3.6605e+01    2.5091e+02    5.4215e+02    -5.4215e+08    7.8732e+01    1.6542e+01    8.3469e+00    9.3416e+01    1.8557e+01    1.7048e+02    1.7678e+01    1.5682e+01    4.3548e+00    0.0000e+00    3.0733e+00    4.8133e-01    7.9313e+00    5.3856e+02    -5.4215e+08
   2006    -5.4065e+08    3.8101e+02    1.7834e+03    3.1993e+02    4.8290e+00    4.0862e+01    2.4866e+02    5.4065e+02    -5.4065e+08    7.8128e+01    1.6514e+01    8.3689e+00    9.2314e+01    1.5458e+01    1.7761e+02    1.8455e+01    1.6648e+01    4.3348e+00    0.0000e+00    3.1184e+00    4.7627e-01    7.6799e+00    5.3630e+02    -5.4065e+08
   2007    -5.3843e+08    3.8260e+02    1.7890e+03    3.2065e+02    5.5094e+00    4.5317e+01    2.4641e+02    5.3843e+02    -5.3843e+08    7.7315e+01    1.6491e+01    8.3602e+00    9.1129e+01    1.2834e+01    1.8502e+02    1.9124e+01    1.7730e+01    4.3090e+00    0.0000e+00    3.1368e+00    4.6845e-01    7.6517e+00    5.4482e+02    -5.3843e+08
   2008    -5.3633e+08    3.8474e+02    1.7984e+03    3.2157e+02    6.4293e+00    4.9719e+01    2.4448e+02    5.3633e+02    -5.3633e+08    7.6474e+01    1.6459e+01    8.3827e+00    8.9873e+01    1.0936e+01    1.9310e+02    1.9546e+01    1.8928e+01    4.2476e+00    0.0000e+00    3.1568e+00    4.6231e-01    7.4705e+00    5.4629e+02    -5.3633e+08
   2009    -5.3378e+08    3.8628e+02    1.8021e+03    3.2227e+02    7.7060e+00    5.2766e+01    2.4246e+02    5.3378e+02    -5.3378e+08    7.5924e+01    1.6422e+01    8.3890e+00    8.8574e+01    9.1453e+00    2.0031e+02    1.9870e+01    1.9931e+01    4.1895e+00    0.0000e+00    3.1836e+00    4.6202e-01    7.1711e+00    5.3982e+02    -5.3378e+08
   2010    -5.3128e+08    3.8872e+02    1.8079e+03    3.2314e+02    8.9632e+00    5.7852e+01    2.4045e+02    5.3128e+02    -5.3128e+08    7.5339e+01    1.6415e+01    8.3864e+00    8.7381e+01    7.6627e+00    2.0775e+02    2.0679e+01    2.0537e+01    4.1216e+00    0.0000e+00    3.1961e+00    4.5820e-01    7.1252e+00    5.3531e+02    -5.3128e+08
   2011    -5.2853e+08    3.9094e+02    1.8131e+03    3.2416e+02    1.0465e+01    6.2848e+01    2.3825e+02    5.2853e+02    -5.2853e+08    7.4638e+01    1.6361e+01    8.3870e+00    8.6059e+01    6.3060e+00    2.1456e+02    2.1561e+01    2.1354e+01    4.0489e+00    0.0000e+00    3.2310e+00    4.5077e-01    7.1065e+00    5.3417e+02    -5.2853e+08
   2012    -5.2583e+08    3.9302e+02    1.8153e+03    3.2501e+02    1.1741e+01    6.7751e+01    2.3621e+02    5.2583e+02    -5.2583e+08    7.3979e+01    1.6340e+01    8.4055e+00    8.5014e+01    5.2453e+00    2.2011e+02    2.2544e+01    2.1620e+01    3.9642e+00    0.0000e+00    3.2525e+00    4.4370e-01    6.9879e+00    5.3765e+02    -5.2583e+08
   2013    -5.2311e+08    3.9572e+02    1.8226e+03    3.2592e+02    1.3947e+01    7.4770e+01    2.3438e+02    5.2311e+02    -5.2311e+08    7.3305e+01    1.6327e+01    8.4213e+00    8.3891e+01    4.3636e+00    2.2613e+02    2.3415e+01    2.2208e+01    3.8618e+00    0.0000e+00    3.3060e+00    4.3653e-01    6.8488e+00    5.3962e+02    -5.2311e+08
   2014    -5.2058e+08    3.9755e+02    1.8315e+03    3.2699e+02    1.5355e+01    8.0516e+01    2.3308e+02    5.2058e+02    -5.2058e+08    7.2711e+01    1.6307e+01    8.4290e+00    8.3070e+01    3.6803e+00    2.2954e+02    2.3809e+01    2.2076e+01    3.7537e+00    0.0000e+00    3.2976e+00    4.3106e-01    6.6861e+00    5.3954e+02    -5.2058e+08
